Accession;Description;Master;Abundance: F1: 128N, Sample, Alagille Syndrome;Abundance: F1: 130C, Sample, Alagille Syndrome;Abundance: F2: 130N, Sample, Alagille Syndrome;Abundance: F3: 127N, Sample, Alagille Syndrome;Abundance: F3: 129C, Sample, Alagille Syndrome;Abundance: F4: 126, Sample, Alagille Syndrome;Abundance: F4: 129N, Sample, Alagille Syndrome;Abundance: F1: 127C, Sample, Biliary Atresia;Abundance: F1: 130N, Sample, Biliary Atresia;Abundance: F2: 127N, Sample, Biliary Atresia;Abundance: F2: 129C, Sample, Biliary Atresia;Abundance: F3: 129N, Sample, Biliary Atresia;Abundance: F4: 128C, Sample, Biliary Atresia;Abundance: F4: 131N, Sample, Biliary Atresia;Abundance: F1: 126, Sample, Control;Abundance: F1: 129N, Sample, Control;Abundance: F2: 128C, Sample, Control;Abundance: F2: 131N, Sample, Control;Abundance: F3: 128N, Sample, Control;Abundance: F3: 130C, Sample, Control;Abundance: F4: 130N, Sample, Control;Abundance: F1: 131N, Sample, DAAT;Abundance: F2: 128N, Sample, DAAT;Abundance: F2: 130C, Sample, DAAT;Abundance: F3: 127C, Sample, DAAT;Abundance: F3: 130N, Sample, DAAT;Abundance: F4: 127N, Sample, DAAT;Abundance: F4: 129C, Sample, DAAT;Abundance: F1: 131C, Control, IS;Abundance: F2: 131C, Control, IS;Abundance: F3: 131C, Control, IS;Abundance: F4: 131C, Control, IS;Abundance: F1: 127N, Sample, PFIC;Abundance: F1: 128C, Sample, PFIC;Abundance: F1: 129C, Sample, PFIC;Abundance: F2: 126, Sample, PFIC;Abundance: F2: 127C, Sample, PFIC;Abundance: F2: 129N, Sample, PFIC;Abundance: F3: 126, Sample, PFIC;Abundance: F3: 128C, Sample, PFIC;Abundance: F3: 131N, Sample, PFIC;Abundance: F4: 127C, Sample, PFIC;Abundance: F4: 128N, Sample, PFIC;Abundance: F4: 130C, Sample, PFIC
Q8IWV8;E3 ubiquitin-protein ligase UBR2 OS=Homo sapiens OX=9606 GN=UBR2 PE=1 SV=1;Master Protein;284,2;224,6;327,5;256;329,1;117,8;164,1;208,4;197,5;375,4;422,1;304,3;158,9;139,4;193,5;255,3;381,1;443,2;317,6;323,6;191,7;102,1;351;227,8;280,7;270,6;140,6;142,4;227,1;323,4;279;155,3;256,5;259,2;218,8;378,1;461,6;382,2;334,1;358,2;443,1;183,9;151,6;181,7
P33992;DNA replication licensing factor MCM5 OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=5;Master Protein;853,1;726,7;214,6;155,3;121,3;88,5;116;659,2;673;174,7;202,6;112,4;98,5;111,1;513,9;1388,5;163,2;99;203,4;101,9;60,5;525,2;152,4;76,1;104,4;127,3;43;78,6;843,7;151,5;140,7;87,7;1167,6;866,7;876;132;178;218,8;145,2;149,5;175,5;85,3;86;121,8
P07196;Neurofilament light polypeptide OS=Homo sapiens OX=9606 GN=NEFL PE=1 SV=3;None;857,8;1420,1;2208,5;857,5;655,9;1892,2;907,8;901;1228,4;2516,7;1774,3;765,6;1214,9;866,6;599,6;613,4;756,4;1045,9;499,5;484,9;557,6;430,2;3873,6;1720,7;680,7;646,3;867;1516,3;1257,1;1820,7;802,3;877,9;1487,4;1617;1502,1;1787,9;1543,2;1767,2;1177,6;1084,2;1497;793,1;1388,3;1020
Q9NQ88;Fructose-2,6-bisphosphatase TIGAR OS=Homo sapiens OX=9606 GN=TIGAR PE=1 SV=1;Master Protein;350,6;325,5;192,9;302,4;516,7;44,2;66,2;267,5;257,4;216,5;234,6;365,8;94,4;68,7;247,9;308,2;197,7;198,5;355,7;383,6;75,9;223,2;146,9;141,8;285,1;348,1;68,2;81,6;270,7;168,3;360,3;71,6;391,2;355,4;299,8;187,2;208,5;200,9;415,4;392,6;527,5;74,7;90,5;93,6
O60443;Gasdermin-E OS=Homo sapiens OX=9606 GN=GSDME PE=1 SV=2;Master Protein;283,9;319,3;288,9;281,1;326,2;510,4;417,5;277,5;268,5;355;307,2;367,7;728,2;497,5;195,7;250,8;281,4;231,6;214,6;216,3;448,2;89,7;449,8;237,8;235,1;202;560,7;563,9;272,5;257,8;244,3;439,7;368,5;356,4;289,5;200,7;208,9;294,3;367,9;369,1;330;567,3;849;775,8
Q8N1G2;Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 OS=Homo sapiens OX=9606 GN=CMTR1 PE=1 SV=1;Master Protein;614;524,1;222,8;472,1;580,6;699;846,1;492,1;494,1;239,9;232,3;517,6;998,6;768,7;452,8;561,4;210,7;241,3;501,1;522,2;793,5;636,3;230,6;169,7;446,1;499,4;768,6;868,3;550,6;223,7;507,2;751,4;662,4;585,4;545,2;245,8;256,3;243,6;581,5;663,7;701,7;895,6;899,4;957,9
Q9H6F5;Coiled-coil domain-containing protein 86 OS=Homo sapiens OX=9606 GN=CCDC86 PE=1 SV=1;Master Protein;514,6;391,5;196,4;255,5;248,3;183,3;296,3;397,8;302,5;291,5;245,2;236;277,5;276,9;397,4;420,7;232,1;273,5;263,9;261,3;360;121,8;216,3;153,1;207,3;236,9;280,6;274,9;458,5;227,9;263;269,1;493,5;491;362,5;224,8;256,8;227,3;329,9;296,1;302,8;303,1;353,8;304,7
Q9H0J9;Protein mono-ADP-ribosyltransferase PARP12 OS=Homo sapiens OX=9606 GN=PARP12 PE=1 SV=1;Master Protein;720,7;604,1;143,8;285,2;319,3;159,2;231;552;498,9;160,1;149,2;314,7;295,6;212,7;487,4;607,8;132,1;189,3;332;302,6;243,5;245,3;125,6;80,6;237,2;305,7;203,1;204,6;565,2;145;287,3;208,4;692,7;633,6;562,4;143,3;172;177,6;280,8;386,1;375,8;276,6;242,8;259,7
P15502;Elastin OS=Homo sapiens OX=9606 GN=ELN PE=1 SV=4;Master Protein;;;111,6;211,9;194,3;382,2;225,2;;;119,9;76,1;195,1;374,4;282,8;;;78,2;98,8;150,9;144;181,2;;58,6;52,8;145,1;125,1;235,6;231,7;;103,9;187,7;216,8;;;;64;54,7;113,8;309,4;275,2;364,2;211,7;407;391,4
Q5H9R7;Serine/threonine-protein phosphatase 6 regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PPP6R3 PE=1 SV=2;Master Protein;857,9;711,6;368,6;86,1;131,3;194,7;251,8;699,8;739,2;403,7;375,3;117;283,1;258,9;708,9;807;382,5;366,9;127,9;126,6;272,3;432,8;324,2;278,3;102,2;84,7;311,9;260,9;791,6;332,6;116,7;256,6;934,7;837,4;884,6;332,6;336,6;368,9;116,1;127,3;149,5;279,9;351,6;292,6
Q4G148;Glucoside xylosyltransferase 1 OS=Homo sapiens OX=9606 GN=GXYLT1 PE=1 SV=2;Master Protein;253,7;269,3;259,5;178,3;235;173,4;235,6;230,9;171,4;312,7;359,3;257,6;264,5;237,5;245,3;287,9;293,1;356;227,8;272,6;223,4;68,2;230,6;137,1;229,7;203,6;228,7;226,1;198;233,5;165,1;194,1;280,2;250,5;167,3;284,6;303,3;306,2;238,3;340;355,4;277,9;246,2;309,8
P49841;Glycogen synthase kinase-3 beta OS=Homo sapiens OX=9606 GN=GSK3B PE=1 SV=2;Master Protein;56,9;42,2;55,3;47,4;47,3;73,2;105,1;54,8;40,2;57,5;51,4;50,5;96,1;89,6;41,2;53,3;48,4;54,2;37,3;48,9;117,2;38,3;40;34,4;41,8;49,7;83,3;113;50,8;50,7;51,4;99,2;52,5;48,9;42,5;47,6;50,9;51,4;42,6;55,4;54,5;103,6;91,1;94,1
Q8TF74;WAS/WASL-interacting protein family member 2 OS=Homo sapiens OX=9606 GN=WIPF2 PE=1 SV=1;Master Protein;224,5;145,8;99,3;70,5;113,8;142,6;156,7;153,1;145,3;127;110,6;107,1;199,6;150,6;124,6;186,9;116,6;114,9;89,6;101,7;162,1;70,2;74,2;40,5;79,1;93,7;152,4;205,1;173,8;78,1;98,3;156,7;191,2;183,7;154,8;100,5;109,3;98,2;116,6;136,4;133,9;194,4;221,6;171,2
Q9P0J7;E3 ubiquitin-protein ligase KCMF1 OS=Homo sapiens OX=9606 GN=KCMF1 PE=1 SV=2;Master Protein;181,5;171,5;19,6;16,7;17,1;39,7;68,5;151,8;127,2;20,3;23,1;21,7;66,6;224,7;129,2;171,5;22;21,7;26,9;24,5;66,3;77;18,8;7,3;24,7;18;51,7;61,9;147,2;11,6;12,5;27,1;164,2;191,9;132,9;18,2;23,2;19,6;23,2;23,3;29,4;58,5;53,6;122,5
O60706;ATP-binding cassette sub-family C member 9 OS=Homo sapiens OX=9606 GN=ABCC9 PE=1 SV=2;Master Protein;;;;;;111,8;119,3;;;;;;125,8;95,9;;;;;;;127,6;;;;;;115,3;127,3;;;;113,8;;;;;;;;;;150,9;119,9;146,3
Q12899;Tripartite motif-containing protein 26 OS=Homo sapiens OX=9606 GN=TRIM26 PE=1 SV=1;Master Protein;838,6;707,6;508,7;346,7;467,9;241,4;313,1;606;629,4;560,3;543,6;353,4;367,3;308,2;537,7;682,6;753,6;809;572,3;424;305,9;294,8;385;306,2;377,4;354,2;262,2;277,5;658,9;515,3;362,4;293,5;804,2;783,2;647,6;534,2;573,2;619,5;410,4;426,9;468,6;420,8;361,5;462,8
Q9UQ88;Cyclin-dependent kinase 11A OS=Homo sapiens OX=9606 GN=CDK11A PE=1 SV=4;None;285,7;231,3;448,8;836,1;915,8;360;393;237,8;213,3;526,9;543,1;878,7;453,2;376,6;203,2;251,4;564,1;452,1;1300,2;905,1;511,3;82,3;461,5;468,1;648,9;697,7;484,2;469,4;220,4;486;873,3;425,1;278,7;276,8;249,1;626,9;561,6;560,6;899,1;1021,8;1022,2;433,9;559,1;496,2
Q9UDX5;Mitochondrial fission process protein 1 OS=Homo sapiens OX=9606 GN=MTFP1 PE=1 SV=1;Master Protein;217,9;190,6;313;342,1;387;265,7;323,5;227,1;199,2;417,3;559,2;457,7;461;330;169,8;225,6;356,6;424;428,9;347,5;415,4;61,4;359,8;201,9;319,8;341,7;385,8;447,7;217,8;343,7;375;378;205,8;221,3;159,7;327,9;361,5;351,3;439,5;429;472,7;322,3;442,5;403
Q9H3K6;BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2 PE=1 SV=1;Master Protein;809,3;798,3;573,4;739,1;700,8;774,6;784,5;738,2;775,3;718;661;719,2;940,9;851,3;566,8;867,7;477,6;558,1;731,7;681,9;832,1;392,7;515,9;471;531,4;566,8;746,5;1019;889,7;590,6;713,8;813,6;1329;1006,5;945,7;597,3;593,3;570,4;1006,1;857,5;1003;772,4;1399,1;1071
P06239;Tyrosine-protein kinase Lck OS=Homo sapiens OX=9606 GN=LCK PE=1 SV=6;Master Protein;42,7;46,4;36;;;;;41,5;59,7;30,5;31,5;;;;30,4;38,7;23,6;20,8;;;;35;34;25,6;;;;;43,2;27,9;;;51,8;51,5;41,3;39,7;35,3;41,2;;;;;;
Q13769;THO complex subunit 5 homolog OS=Homo sapiens OX=9606 GN=THOC5 PE=1 SV=2;Master Protein;133,6;116;231,5;86,6;94,7;195,9;195,1;109,6;95,3;309,6;241,7;104;316,5;231,7;76,7;114,3;256,2;250,6;85,3;94,9;216,5;257,3;235,8;188,4;83,6;77;213,6;284,5;136,6;255,3;84,8;208,7;135,3;130,1;146,6;236,3;239,3;237,5;110,7;103,9;121,1;255,8;323,1;313,3
Q68D91;Metallo-beta-lactamase domain-containing protein 2 OS=Homo sapiens OX=9606 GN=MBLAC2 PE=1 SV=3;Master Protein;367,9;324;533,9;231,8;365,3;117,5;130,7;292,7;273,6;611,2;565,9;320,6;205,3;164,3;249,3;342,5;639,3;620,2;362,1;342,3;142,3;175,6;465,1;373,6;266,6;269,7;129,8;131,1;303,3;527,4;303,3;134,8;346,6;341,9;283,7;569,6;580,1;597,6;278,7;317,7;369,4;165,9;217,3;197
P02663;Alpha-S2-casein (Laboratory-Cont) OS=Bos taurus GN=CSN1S2 PE=1 SV=2;Master Protein;210,7;187,3;;429,3;375,1;534,7;458,6;204,3;252,4;;;320;465,5;413,5;129,7;226,8;;;258,5;1936,9;492,4;141;;;268,4;357,7;433,3;506,2;300,7;;336,7;548,3;324,5;287,5;251,7;;;;356,2;444,3;354,6;3919,2;614,6;610,3
Q14197;Peptidyl-tRNA hydrolase ICT1, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL58 PE=1 SV=1;Master Protein;267,1;212,2;316,9;139,1;295,7;293,9;314,3;189,4;182,1;462,3;423;154;583,6;469,5;209,4;234,5;319,8;295,1;251,3;288;460,4;66,4;357,2;204,8;250;225,8;480,5;425,3;217,5;308;195,1;437,8;238,6;240,8;151,1;336,7;360;307,6;153,6;178,7;214,4;514,8;479,9;606,3
Q96PP9;Guanylate-binding protein 4 OS=Homo sapiens OX=9606 GN=GBP4 PE=2 SV=2;Master Protein;734,5;592,8;130,1;194,2;207,8;357,4;463,6;517;493,7;122,6;127,1;183,2;469,2;463,5;426,8;646,7;108,1;116;247,6;192,9;579,6;256,6;111,6;81,3;139,2;199,5;318,4;400,9;594,2;111,7;159,9;427,5;727,8;712,4;574,7;141,8;118,4;130,4;153,1;220,7;240,5;458,3;437;554,5
Q9NVV4;Poly(A) RNA polymerase, mitochondrial OS=Homo sapiens OX=9606 GN=MTPAP PE=1 SV=1;Master Protein;354,1;352,7;142,7;281,8;322,8;383,8;544,3;281,8;218,6;162,1;158,7;367,1;557;544,4;262,4;300,9;150;121,3;353;365,6;594;92,2;195,8;202,2;272,9;252,1;573,2;570,9;278,9;117,1;317;522,7;337;298;260,4;145,7;150,6;137,5;365,2;406,6;435,3;607,6;583,9;675,3
P11274;Breakpoint cluster region protein OS=Homo sapiens OX=9606 GN=BCR PE=1 SV=2;Master Protein;150,3;113,8;82,2;;;26;28,4;129,2;100,8;107,1;108,5;;31,9;25,4;111,6;135,3;110;120,1;;;41,9;133,6;84,9;51,2;;;26,7;29,3;141;93,6;;31,3;155,3;127,7;106,2;93;111,9;98,5;;;;26,2;39;39,1
Q8WU68;Splicing factor U2AF 26 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF1L4 PE=1 SV=2;None;566,1;433,9;677,8;501,6;693,1;771,9;738,6;450,3;298,3;937,5;802,5;640,2;877,9;648,3;497,1;437;889,2;858,5;489;732;838,6;56,9;572,6;243,6;387,7;411,6;458;509,7;428,3;628,3;517,9;606;402,8;422,7;260;507;506,8;1075,3;919,8;939,8;1101,1;923;1060,9;971,3
Q8TB61;Adenosine 3'-phospho 5'-phosphosulfate transporter 1 OS=Homo sapiens OX=9606 GN=SLC35B2 PE=1 SV=1;Master Protein;279,9;252,1;214;170,6;229,1;221;241,1;216,4;143,7;295,4;281,8;236,2;356,7;255,8;166,4;200,7;201,2;224,1;147,3;207,3;242,5;50,2;194;129,9;152,2;171,5;277,1;284,1;211,8;195,9;199,7;250,3;255,2;246,7;183,3;227,8;228,1;227;246,3;289,2;269,2;289,2;363,9;386,6
Q5J8M3;ER membrane protein complex subunit 4 OS=Homo sapiens OX=9606 GN=EMC4 PE=1 SV=2;Master Protein;866,1;665,7;129,4;249,4;337,5;236,5;368,9;726,4;592,6;201,1;196;331,9;442,1;433,2;652,2;747,7;209,2;213;319,6;366,8;396,8;252,8;122;84,6;250,1;268,9;275,7;446,4;712,9;149,8;303,9;365,8;831,6;777;671,3;160,7;173,8;221,7;350,3;499,5;493;460,1;482;443,4
A5PLN9;Trafficking protein particle complex subunit 13 OS=Homo sapiens OX=9606 GN=TRAPPC13 PE=1 SV=2;Master Protein;1148,5;828,7;286,3;423,4;536,1;132,4;165,2;727,2;467,3;349,1;312,3;506,1;255,4;106,4;618,5;656,2;322,6;247,5;383,3;449,8;198,1;173,1;207,5;185,7;435,4;461,7;210,6;202,5;633,6;231,7;339,7;103,3;913,9;761,1;673;309,4;366;354,5;517,1;669,8;459,7;323,6;230,3;203,5
P21359;Neurofibromin OS=Homo sapiens OX=9606 GN=NF1 PE=1 SV=2;Master Protein;324,3;270,4;477,3;163,8;230,5;479,7;660,9;237,4;222,5;524,9;434,3;202,4;562,8;727,7;218,5;321,8;386;444,5;181,7;206,2;806,9;156;390,9;323,2;162,9;151,4;585,9;617,8;258,7;375,6;185,3;513,4;279;291,3;270,1;429,1;420,2;466;200,3;209;240,8;608,2;753,1;711,7
Q96H20;Vacuolar-sorting protein SNF8 OS=Homo sapiens OX=9606 GN=SNF8 PE=1 SV=1;Master Protein;98,1;85;848,8;682,9;785;296,7;288;94,4;91;858,5;763,1;712,7;435,3;374,6;59,5;81,9;725,3;789;682,9;699,8;342,8;55,5;999,2;542;633;612,1;302,3;380,5;76,6;727,8;657,5;340,2;90;96,1;109,3;683,8;707,1;816,7;726,6;855,7;914,4;421,2;438,7;410,2
Q8IWW6;Rho GTPase-activating protein 12 OS=Homo sapiens OX=9606 GN=ARHGAP12 PE=1 SV=1;Master Protein;443,7;343,2;195,6;138,3;102,1;261,4;316;295,2;250,6;217,9;226,2;133,9;374,8;318,4;275,6;295,9;221,1;223,9;92;90,7;391,5;112,4;168,2;123,9;114,6;118,3;380,9;338,8;315;182,4;120,5;338,7;318,7;332,5;252;219,5;237,8;242,7;148,6;105,7;132,2;384,1;390,1;406,8
Q14689;Disco-interacting protein 2 homolog A OS=Homo sapiens OX=9606 GN=DIP2A PE=1 SV=2;Master Protein;399,3;321;72,3;192,8;223,3;154,2;176,5;257,5;205,9;64,7;70,9;236,6;203,1;185,8;267,2;305,2;95,6;73,9;233,4;218,2;222,1;93,3;74,7;49,8;184,2;164,6;174,7;198,1;240,6;69,8;219,3;163,4;298,5;326,7;224,2;74,1;91,8;79,4;292,9;284,2;323,6;215,4;232,2;204,2
Q9Y399;28S ribosomal protein S2, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS2 PE=1 SV=1;Master Protein;541,3;392,4;228,6;301,7;434;265,2;351;410,3;382,9;219,4;317,3;433,9;505,7;405,1;399,2;389,7;231,9;273,9;432,8;440,6;430,4;107,6;178,1;99,2;400,8;323,2;418,5;440;402,8;216,8;397,2;368,1;474,9;451,8;343,3;226;300,4;260,9;394,8;451,1;484,7;487,1;373,3;420,6
O75334;Liprin-alpha-2 OS=Homo sapiens OX=9606 GN=PPFIA2 PE=1 SV=2;None;196,6;159,2;200,5;117,4;134,1;39,9;48,7;150,9;136,9;257,5;253;147,6;64;57;125,7;159,3;257,6;226;114,8;122,1;59,6;61,2;165,3;115,2;114,4;98,8;38,8;78,6;147,8;198,3;123,5;46,3;169,9;197,6;130,5;233,8;234,5;226,4;140;185,5;200,7;55,5;61;64,1
Q96BY9;Store-operated calcium entry-associated regulatory factor OS=Homo sapiens OX=9606 GN=SARAF PE=1 SV=1;Master Protein;181,2;140,5;58,1;94,3;132,2;182,7;255,9;140,6;95,1;71,7;79,1;87,5;314;237,4;197,5;171,8;79,2;77,7;127;148,5;288,5;38,7;45,5;34,9;89,4;84,5;233,9;226,6;146,7;66,1;113,3;238,7;157,6;148;101;63,5;60,4;95;107;132,7;148,5;281,3;303,2;248,7
O43159;Ribosomal RNA-processing protein 8 OS=Homo sapiens OX=9606 GN=RRP8 PE=1 SV=2;Master Protein;366,1;328,6;60,5;214,2;251,3;223,4;204,2;332,2;308;80,9;81,5;301;209,1;196,8;256,6;378,3;123,5;88,9;240,4;231,6;231,1;229,8;76,8;45,8;221,2;211,9;217,8;235,7;348,6;71,2;239,9;202,1;415,5;366,3;282,9;72,7;73,8;73,1;267,6;321,5;308;219,1;253,1;228,7
Q96EI5;Transcription elongation factor A protein-like 4 OS=Homo sapiens OX=9606 GN=TCEAL4 PE=1 SV=2;Master Protein;372,6;318,5;636,5;117,4;96,6;232,8;198,4;287,8;257,6;865,2;700,9;117,6;238,4;212,1;299,4;370,9;833,2;883,4;98,3;94,2;211,4;130,7;811,4;517,3;87,8;98,6;220,8;292,9;359,9;718,6;119,6;240,3;389,9;363,5;308,1;807,5;771,5;731,4;157,1;142,5;169,6;228,4;340;256,5
Q15428;Splicing factor 3A subunit 2 OS=Homo sapiens OX=9606 GN=SF3A2 PE=1 SV=2;Master Protein;752,4;852,4;187,8;528,1;614,1;300,8;379,7;631,2;545,9;218,1;201,8;574,7;351,4;338,5;715,9;864,7;242,2;237,2;561,6;698,3;430,4;167,5;182;142,1;555,9;595,7;324,1;514,3;764,2;190;596,2;296,7;597,8;771,7;458,1;199,1;199,8;232,3;597,5;630,9;749,3;339,5;315,6;302,2
Q9UBB9;Tuftelin-interacting protein 11 OS=Homo sapiens OX=9606 GN=TFIP11 PE=1 SV=1;Master Protein;736,8;604,4;528,4;215;244,8;487,8;632,1;547,6;488,8;612,6;562,5;255,5;644,4;630,7;494,8;625,6;527,2;534,5;265,4;269,9;854,5;306;413,4;315,5;232;204,6;590;714,8;643,5;477,1;212;629,6;786,4;662,7;622,6;566,7;575,3;579,5;263,4;283,9;313,4;743,5;713,2;716,1
Q99807;5-demethoxyubiquinone hydroxylase, mitochondrial OS=Homo sapiens OX=9606 GN=COQ7 PE=1 SV=3;Master Protein;127;72,9;606,2;328,2;595,8;442,9;600,8;98,9;47,9;899,4;838,8;362,3;579,3;584,5;67,2;65,1;646,9;644;515;490,1;710,7;37,4;504,4;355;372,2;366,9;548,8;470,1;69;627,5;384,5;527,9;59,4;94,7;39;859;950,6;898;419,5;525,1;564,7;763,7;577,6;757,8
Q8N5G2;Macoilin OS=Homo sapiens OX=9606 GN=MACO1 PE=1 SV=1;Master Protein;252,4;232,2;41,5;238,1;257,6;36,3;45,9;210,9;230,7;80,6;56,4;199,4;47,7;44,3;173,4;222,8;56,1;59,6;251,6;182,5;42,4;172,8;32,8;27,8;183;169,7;43,3;34,8;253,9;55;192,1;42,5;270,1;277,6;286,2;50,4;43,9;44,6;221,7;239,8;248;55,6;45,9;58,9
Q8NGA1;Olfactory receptor 1M1 OS=Homo sapiens OX=9606 GN=OR1M1 PE=2 SV=1;Master Protein;251,1;335,2;529,9;394,9;320,3;496,4;318,5;355,9;416,1;679,7;466,5;505;627,8;430;236,9;231,5;239,7;383,1;219,2;274,3;251,3;85,9;557,7;253,9;258,4;352,3;351,7;653,4;357,1;357,9;298,9;351,8;355,3;503,2;363,7;370,9;423,5;357,4;662,5;403,5;608;337,8;1027,4;287,9
O60343;TBC1 domain family member 4 OS=Homo sapiens OX=9606 GN=TBC1D4 PE=1 SV=2;Master Protein;146,5;129,9;21,2;319,5;394,2;243,1;265,2;102,6;70,3;22,8;20,2;309,7;272,9;211,5;95,5;130,2;22,9;29,5;299,7;322,1;237,4;24,8;16,6;5,6;276,4;285,4;182,4;216,7;107,7;19;321,1;222,7;109,3;146,9;67,1;12,8;12;18,6;358,7;364,2;440,3;279,7;290;279
Q9GZR7;ATP-dependent RNA helicase DDX24 OS=Homo sapiens OX=9606 GN=DDX24 PE=1 SV=1;Master Protein;118,4;97,2;128,5;485;547,6;477,1;438;93;84,5;117,8;149,3;508;464;406,3;85,2;112,5;120,5;151,8;467,8;558,4;455,9;59,3;105,6;73,2;457,5;444,1;455,4;548,7;105,6;124;495,7;456,8;126,2;119,6;98,5;149,9;140,7;146,1;610;615,1;705,2;545,1;542,5;613,6
Q96J66;ATP-binding cassette sub-family C member 11 OS=Homo sapiens OX=9606 GN=ABCC11 PE=1 SV=1;Master Protein;;;94,1;83,2;135,4;53,5;102;;;96,7;95,8;97,4;96,5;115,2;;;97,8;86,3;127,3;146,3;123,9;;70,9;44,9;92,4;83,4;91,7;80,3;;93,8;112,4;107,4;;;;144,8;117,9;151,7;121,1;147,9;170,9;136;145;142,8
Q15195;Plasminogen-like protein A OS=Homo sapiens OX=9606 GN=PLGLA PE=2 SV=1;None;671,5;593,3;146,3;796,9;943,9;718;421,6;557,1;776,9;91,2;97,3;520,6;526;427,7;447,5;541,6;59,6;62,8;392,6;330,7;361,9;932,4;76,8;116,8;575,9;603,8;807,5;570,5;649,1;95,3;639,7;462,2;721,7;615,5;807;76,3;81,2;58,2;650,7;684,4;610,6;628,6;537,8;577,3
Q12972;Nuclear inhibitor of protein phosphatase 1 OS=Homo sapiens OX=9606 GN=PPP1R8 PE=1 SV=2;Master Protein;466,9;332,9;291,5;498,2;546,3;399,2;357,9;385;333,3;388,9;346,9;520,5;439,2;411,7;410,8;468,2;261,4;325,2;488,1;506,7;378,1;130,1;291,7;248;421,1;423,8;397,5;509,8;429,4;319,4;484;391,1;433,5;413,3;374,9;337,8;328,8;307;632,8;602,9;693,4;446,2;546,7;527,4
Q96QD9;UAP56-interacting factor OS=Homo sapiens OX=9606 GN=FYTTD1 PE=1 SV=3;Master Protein;248,1;177,2;283,7;417,8;436;161,4;163,8;138,8;168,5;324;335,3;403,5;180,6;130,9;143;184,5;287,6;303;487,4;488,1;188,9;104;264,8;222;299,5;316,5;148,7;194,3;189,1;261,8;407,9;161,7;227,4;197,7;193;295,1;303,1;274,4;451,7;492,5;523,7;175,2;185,3;190,6
Q8WVT3;Trafficking protein particle complex subunit 12 OS=Homo sapiens OX=9606 GN=TRAPPC12 PE=1 SV=3;Master Protein;920,1;784,8;213,6;130,7;171,8;333,8;447,4;756,9;705,4;242,1;218,9;171,7;424,9;429,7;728,7;850,5;215,5;232,7;173,7;156,5;502,5;248,2;177,7;129,9;117,6;123,7;425,9;424,3;805,8;214,4;146,9;436,5;907,9;846,6;704,4;212,1;223,6;235,7;168,1;165,9;217,8;466,7;449,9;521
Q9P0U1;Mitochondrial import receptor subunit TOM7 homolog OS=Homo sapiens OX=9606 GN=TOMM7 PE=1 SV=1;Master Protein;1241,3;999,7;553,2;391,4;704,6;272,5;406,6;1236,2;715,1;832,8;982,5;853,6;542,5;465,8;910,9;1120,2;529,3;606,7;620;676,1;530,3;188,4;414,5;215,2;587;494,2;464,2;314,8;947,5;633,1;652,4;428,9;1139,6;1082,1;742,7;795,7;811;829,1;683,8;907,5;888,4;649,6;376,5;667,8
Q00534;Cyclin-dependent kinase 6 OS=Homo sapiens OX=9606 GN=CDK6 PE=1 SV=1;Master Protein;52,9;46,4;54,7;60,7;75,6;40,1;49,8;42,9;47,4;72;68,9;74,8;52,2;47,3;36,6;59,2;61,9;63,1;85,8;76,5;56,8;21,2;66,8;38,7;65,9;66,8;52,2;67,9;46,4;53;74;39,2;51,1;48,4;46,2;71,1;71,8;71,1;77,4;87,9;86,1;52;48,7;52,8
Q8IWV7;E3 ubiquitin-protein ligase UBR1 OS=Homo sapiens OX=9606 GN=UBR1 PE=1 SV=1;Master Protein;296,3;269,2;621,1;389,2;406,8;260;315,9;256,8;292,9;735,6;641,7;457,2;326,8;309,6;232,3;287,3;703,2;698;366,9;328,3;369,9;145,4;611,2;585,8;357,6;306;286,1;319,4;276,9;621,2;359,4;267,3;288,3;290,6;339,6;606;667,7;689,7;482,6;504,2;508,6;404,9;367;378,4
P56962;Syntaxin-17 OS=Homo sapiens OX=9606 GN=STX17 PE=1 SV=2;Master Protein;601,3;448,8;437,4;542,6;679;228,6;261,6;446,2;400,2;615,2;480,4;623;334,9;332,4;361,3;478,5;497,1;509,6;585,1;580,8;232,4;165,9;400,7;325,5;568,3;581,7;310;364,7;467,8;466,8;596,3;280,6;482,3;506,7;375,3;548,8;570,2;520;692,1;696,5;806,2;363,4;337,1;377,8
Q96S19;Methyltransferase-like 26 OS=Homo sapiens OX=9606 GN=METTL26 PE=1 SV=2;Master Protein;536,8;467,8;439;250,9;313,9;162,5;275,3;450,3;388,9;477,9;558;306;254,3;254,6;393,6;472,2;491,8;484;322,8;271;334,9;165,7;387,2;340;252,7;220,8;225,3;224,8;442,8;435;278,1;254,4;462,7;476,2;412;503,4;493,9;571,8;282,9;334,4;345,4;272,1;258;272,2
